table,lev,time,kuski
336,10,"10,79",Zweq
336,11,"23,07",Zweq
336,12,"20,65",Honza
336,13,"13,88",Xiphias
336,14,"17,61",Zweq
336,15,"51,44",Bjenn
336,16,"1:22,80",Kazan
336,17,"53,64",zaraptor
336,18,"44,24",_Mika
336,19,"36,02",Zweq
336,20,"57,76",John
336,21,"14,37",Kazan
336,22,"38,73","Raven [EPO]"
336,23,"35,47",Madness
336,24,"40,73","GRob [NGT]"
336,25,"24,24","jaytea [OMG]"
336,26,"21,88",Zweq
336,27,"33,70",Kazan
336,28,"48,48",Zweq
336,29,"42,35","GRob [NGT]"
336,30,"32,89","Jeppe [NL]"
336,31,"1:10,37",Kazan
336,32,"42,36",Kazan
336,33,"55,19",Cap
336,34,"36,37",Madness
336,35,"2:13,43",John
336,36,"57,08",Zweq
336,37,"53,11",Kazan
336,38,"28,90",Madness
336,39,"38,72",Kazan
336,40,"1:20,16",Kazan
336,41,"38,14",Zweq
336,42,"47,45",John
336,43,"56,03",Labs
336,44,"11,46",mr
336,45,"32,45",Bjenn
336,46,"52,44",Zweq
336,47,"19,16",Stini
336,48,"43,94",Kazan
336,49,"37,95",John
336,50,"50,71",John
336,51,"41,79",Kazan
336,52,"24,51",Jarkko
336,53,"17,09",Jarkko
336,54,"1:14,72",John
337,1,"14,00",Zweq
337,2,"14,88",Ded
337,3,"17,50",Zweq
337,4,"28,95",Zweq
337,5,"19,79",Jarkko
337,6,"30,36",milagros
337,7,"27,70",Zweq
337,8,"20,59",Bjenn
337,9,"51,88",Zweq
337,10,"10,79",Zweq
337,11,"23,07",Zweq
337,12,"20,65",Honza
337,13,"13,88",Xiphias
337,14,"17,61",Zweq
337,15,"51,44",Bjenn
337,16,"1:22,80",Kazan
337,17,"53,41",zaraptor
337,18,"44,24",_Mika
337,19,"36,02",Zweq
337,20,"57,76",John
337,21,"14,37",Kazan
337,22,"38,73","Raven [EPO]"
337,23,"35,47",Madness
337,24,"40,73","GRob [NGT]"
337,25,"24,24","jaytea [OMG]"
337,26,"21,88",Zweq
337,27,"33,70",Kazan
337,28,"48,48",Zweq
337,29,"42,35","GRob [NGT]"
337,30,"32,89","Jeppe [NL]"
337,31,"1:10,37",Kazan
337,32,"42,36",Kazan
337,33,"55,19",Cap
337,34,"36,37",Madness
337,35,"2:12,37",Kazan
337,36,"57,08",Zweq
337,37,"53,11",Kazan
337,38,"28,90",Madness
337,39,"38,72",Kazan
337,40,"1:20,16",Kazan
337,41,"38,14",Zweq
337,42,"47,45",John
337,43,"55,91",Labs
337,44,"11,46",mr
337,45,"32,45",Bjenn
337,46,"52,44",Zweq
337,47,"19,16",Stini
337,48,"43,94",Kazan
337,49,"37,95",John
337,50,"50,71",John
337,51,"41,79",Kazan
337,52,"24,51",Jarkko
337,53,"17,09",Jarkko
337,54,"1:14,72",John
338,1,"14,00",Zweq
338,2,"14,88",Ded
338,3,"17,50",Zweq
338,4,"28,95",Zweq
338,5,"19,79",Jarkko
338,6,"30,36",milagros
338,7,"27,70",Zweq
338,8,"20,59",Bjenn
338,9,"51,88",Zweq
338,10,"10,79",Zweq
338,11,"23,07",Zweq
338,12,"20,65",Honza
338,13,"13,88",Xiphias
338,14,"17,61",Zweq
338,15,"51,44",Bjenn
338,16,"1:22,80",Kazan
338,17,"53,41",zaraptor
338,18,"44,24",_Mika
338,19,"36,02",Zweq
338,20,"57,76",John
338,21,"14,37",Kazan
338,22,"38,73","Raven [EPO]"
338,23,"35,47",Madness
338,24,"40,73","GRob [NGT]"
338,25,"24,24","jaytea [OMG]"
338,26,"21,88",Zweq
338,27,"33,70",Kazan
338,28,"48,48",Zweq
338,29,"42,35","GRob [NGT]"
338,30,"32,80",Tm
338,31,"1:10,37",Kazan
338,32,"42,36",Kazan
338,33,"55,19",Cap
338,34,"36,37",Madness
338,35,"2:12,37",Kazan
338,36,"57,08",Zweq
338,37,"53,11",Kazan
338,38,"28,90",Madness
338,39,"38,72",Kazan
338,40,"1:20,16",Kazan
338,41,"38,14",Zweq
338,42,"47,45",John
338,43,"55,83",Labs
338,44,"11,46",mr
338,45,"32,45",Bjenn
338,46,"52,44",Zweq
338,47,"19,16",Stini
338,48,"43,94",Kazan
338,49,"37,95",John
338,50,"50,71",John
338,51,"41,79",Kazan
338,52,"24,51",Jarkko
338,53,"17,09",Jarkko
338,54,"1:14,72",John
339,1,"14,00",Zweq
339,2,"14,88",Ded
339,3,"17,50",Zweq
339,4,"28,95",Zweq
339,5,"19,79",Jarkko
339,6,"30,36",milagros
339,7,"27,70",Zweq
339,8,"20,59",Bjenn
339,9,"51,88",Zweq
339,10,"10,79",Zweq
339,11,"23,07",Zweq
339,12,"20,65",Honza
339,13,"13,88",Xiphias
339,14,"17,61",Zweq
339,15,"48,82",Zweq
339,16,"1:22,80",Kazan
339,17,"53,41",zaraptor
339,18,"44,24",_Mika
339,19,"36,02",Zweq
339,20,"57,76",John
339,21,"14,37",Kazan
339,22,"38,73","Raven [EPO]"
339,23,"35,47",Madness
339,24,"40,73","GRob [NGT]"
339,25,"24,24","jaytea [OMG]"
339,26,"21,88",Zweq
339,27,"33,70",Kazan
339,28,"48,48",Zweq
339,29,"42,35","GRob [NGT]"
339,30,"32,80",Tm
339,31,"1:10,37",Kazan
339,32,"42,36",Kazan
339,33,"54,91","GRob [NGT]"
339,34,"36,37",Madness
339,35,"2:12,37",Kazan
339,36,"57,08",Zweq
339,37,"53,11",Kazan
339,38,"28,90",Madness
339,39,"38,72",Kazan
339,40,"1:20,16",Kazan
339,41,"38,14",Zweq
339,42,"47,45",John
339,43,"55,83",Labs
339,44,"11,46",mr
339,45,"32,45",Bjenn
339,46,"52,44",Zweq
339,47,"19,16",Stini
339,48,"43,94",Kazan
339,49,"37,95",John
339,50,"50,71",John
339,51,"41,79",Kazan
339,52,"24,51",Jarkko
339,53,"17,09",Jarkko
339,54,"1:14,72",John
340,1,"14,00",Zweq
340,2,"14,88",Ded
340,3,"17,50",Zweq
340,4,"28,95",Zweq
340,5,"19,79",Jarkko
340,6,"30,36",milagros
340,7,"27,21",Kazan
340,8,"20,59",Bjenn
340,9,"51,88",Zweq
340,10,"10,79",Zweq
340,11,"23,07",Zweq
340,12,"20,65",Honza
340,13,"13,88",Xiphias
340,14,"17,61",Zweq
340,15,"48,82",Zweq
340,16,"1:22,80",Kazan
340,17,"53,41",zaraptor
340,18,"44,24",_Mika
340,19,"36,02",Zweq
340,20,"57,76",John
340,21,"14,37",Kazan
340,22,"38,73","Raven [EPO]"
340,23,"35,47",Madness
340,24,"40,73","GRob [NGT]"
340,25,"24,24","jaytea [OMG]"
340,26,"21,84",Kazan
340,27,"33,70",Kazan
340,28,"48,48",Zweq
340,29,"42,35","GRob [NGT]"
340,30,"32,80",Tm
340,31,"1:10,37",Kazan
340,32,"42,36",Kazan
340,33,"54,91","GRob [NGT]"
340,34,"36,37",Madness
340,35,"2:12,37",Kazan
340,36,"57,08",Zweq
340,37,"53,11",Kazan
340,38,"28,90",Madness
340,39,"38,72",Kazan
340,40,"1:20,16",Kazan
340,41,"38,14",Zweq
340,42,"47,45",John
340,43,"55,83",Labs
340,44,"11,46",mr
340,45,"32,45",Bjenn
340,46,"52,44",Zweq
340,47,"19,16",Stini
340,48,"43,94",Kazan
340,49,"37,95",John
340,50,"50,71",John
340,51,"41,79",Kazan
340,52,"24,51",Jarkko
340,53,"17,09",Jarkko
340,54,"1:14,72",John
341,1,"14,00",Zweq
341,2,"14,88",Ded
341,3,"17,50",Zweq
341,4,"28,95",Zweq
341,5,"19,79",Jarkko
341,6,"30,36",milagros
341,7,"27,21",Kazan
341,8,"20,59",Bjenn
341,9,"50,24",Kazan
341,10,"10,79",Zweq
341,11,"23,07",Zweq
341,12,"20,65",Honza
341,13,"13,88",Xiphias
341,14,"17,61",Zweq
341,15,"48,82",Zweq
341,16,"1:22,80",Kazan
341,17,"53,41",zaraptor
341,18,"44,24",_Mika
341,19,"36,02",Zweq
341,20,"57,76",John
341,21,"14,37",Kazan
341,22,"38,73","Raven [EPO]"
341,23,"35,47",Madness
341,24,"40,73","GRob [NGT]"
341,25,"24,24","jaytea [OMG]"
341,26,"21,84",Kazan
341,27,"33,70",Kazan
341,28,"48,48",Zweq
341,29,"42,35","GRob [NGT]"
341,30,"32,80",Tm
341,31,"1:10,37",Kazan
341,32,"42,36",Kazan
341,33,"54,91","GRob [NGT]"
341,34,"36,37",Madness
341,35,"2:12,37",Kazan
341,36,"57,08",Zweq
341,37,"53,11",Kazan
341,38,"28,90",Madness
341,39,"38,72",Kazan
341,40,"1:20,16",Kazan
341,41,"38,14",Zweq
341,42,"47,45",John
341,43,"55,83",Labs
341,44,"11,46",mr
341,45,"32,45",Bjenn
341,46,"52,44",Zweq
341,47,"19,16",Stini
341,48,"43,94",Kazan
341,49,"37,95",John
341,50,"50,71",John
341,51,"41,79",Kazan
341,52,"24,51",Jarkko
341,53,"17,09",Jarkko
341,54,"1:14,72",John
342,1,"14,00",Zweq
342,2,"14,88",Ded
342,3,"17,50",Zweq
342,4,"28,95",Zweq
342,5,"19,79",Jarkko
342,6,"30,36",milagros
342,7,"27,21",Kazan
342,8,"20,59",Bjenn
342,9,"50,24",Kazan
342,10,"10,79",Zweq
342,11,"23,07",Zweq
342,12,"20,65",Honza
342,13,"13,88",Xiphias
342,14,"17,61",Zweq
342,15,"48,82",Zweq
342,16,"1:22,80",Kazan
342,17,"53,41",zaraptor
342,18,"44,24",_Mika
342,19,"36,02",Zweq
342,20,"57,76",John
342,21,"14,37",Kazan
342,22,"38,73","Raven [EPO]"
342,23,"35,47",Madness
342,24,"40,73","GRob [NGT]"
342,25,"24,24","jaytea [OMG]"
342,26,"21,84",Kazan
342,27,"33,70",Kazan
342,28,"48,48",Zweq
342,29,"42,35","GRob [NGT]"
342,30,"32,80",Tm
342,31,"1:10,37",Kazan
342,32,"42,36",Kazan
342,33,"54,91","GRob [NGT]"
342,34,"36,37",Madness
342,35,"2:12,37",Kazan
342,36,"57,08",Zweq
342,37,"53,11",Kazan
342,38,"28,90",Madness
342,39,"38,72",Kazan
342,40,"1:20,16",Kazan
342,41,"38,14",Zweq
342,42,"47,45",John
342,43,"55,83",Labs
342,44,"11,46",mr
342,45,"32,45",Bjenn
342,46,"52,44",Zweq
342,47,"19,16",Stini
342,48,"43,94",Kazan
342,49,"37,95",John
342,50,"50,71",John
342,51,"41,79",Kazan
342,52,"24,51",Jarkko
342,53,"17,09",Jarkko
342,54,"1:12,89",Kazan
343,1,"14,00",Zweq
343,2,"14,88",Ded
343,3,"17,50",Zweq
343,4,"28,95",Zweq
343,5,"19,79",Jarkko
343,6,"30,36",milagros
343,7,"27,21",Kazan
343,8,"20,59",Bjenn
343,9,"50,24",Kazan
343,10,"10,79",Zweq
343,11,"23,07",Zweq
343,12,"20,65",Honza
343,13,"13,88",Xiphias
343,14,"17,61",Zweq
343,15,"48,82",Zweq
343,16,"1:22,80",Kazan
343,17,"53,41",zaraptor
343,18,"44,24",_Mika
343,19,"36,02",Zweq
343,20,"57,76",John
343,21,"14,37",Kazan
343,22,"38,73","Raven [EPO]"
343,23,"35,47",Madness
343,24,"40,73","GRob [NGT]"
343,25,"24,24","jaytea [OMG]"
343,26,"21,84",Kazan
343,27,"33,70",Kazan
343,28,"48,48",Zweq
343,29,"42,20",Madness
343,30,"32,80",Tm
343,31,"1:10,37",Kazan
343,32,"42,36",Kazan
343,33,"54,91","GRob [NGT]"
343,34,"36,37",Madness
343,35,"2:12,37",Kazan
343,36,"57,08",Zweq
343,37,"53,11",Kazan
343,38,"28,90",Madness
343,39,"38,72",Kazan
343,40,"1:20,16",Kazan
343,41,"38,14",Zweq
343,42,"47,45",John
343,43,"55,83",Labs
343,44,"11,46",mr
343,45,"32,45",Bjenn
343,46,"52,44",Zweq
343,47,"19,16",Stini
343,48,"43,94",Kazan
343,49,"37,95",John
343,50,"50,71",John
343,51,"41,79",Kazan
343,52,"24,51",Jarkko
343,53,"17,09",Jarkko
343,54,"1:12,89",Kazan
344,1,"14,00",Zweq
344,2,"14,88",Ded
344,3,"17,50",Zweq
344,4,"28,95",Zweq
344,5,"19,79",Jarkko
344,6,"30,19",Spef
344,7,"27,21",Kazan
344,8,"20,53",Spef
344,9,"50,24",Kazan
344,10,"10,75",Spef
344,11,"23,00",Madness
344,12,"20,65",Honza
344,13,"13,88",Xiphias
344,14,"17,61",Zweq
344,15,"48,82",Zweq
344,16,"1:22,80",Kazan
344,17,"53,41",zaraptor
344,18,"44,24",_Mika
344,19,"36,00",Zweq
344,20,"57,76",John
344,21,"14,37",Kazan
344,22,"38,73","Raven [EPO]"
344,23,"35,47",Madness
344,24,"40,73","GRob [NGT]"
344,25,"24,24","jaytea [OMG]"
344,26,"21,84",Kazan
344,27,"33,70",Kazan
344,28,"48,48",Zweq
344,29,"42,20",Madness
344,30,"32,80",Tm
344,31,"1:10,37",Kazan
344,32,"42,36",Kazan
344,33,"54,91","GRob [NGT]"
344,34,"36,37",Madness
344,35,"2:12,37",Kazan
344,36,"57,08",Zweq
344,37,"53,11",Kazan
344,38,"28,90",Madness
344,39,"38,72",Kazan
344,40,"1:20,16",Kazan
344,41,"38,14",Zweq
344,42,"47,45",John
344,43,"55,76",Zweq
344,44,"11,46",mr
344,45,"32,45",Bjenn
344,46,"52,44",Zweq
344,47,"19,16",Stini
344,48,"43,94",Kazan
344,49,"37,95",John
344,50,"50,71",John
344,51,"41,79",Kazan
344,52,"24,51",Jarkko
344,53,"17,09",Jarkko
344,54,"1:12,89",Kazan
345,1,"14,00",Zweq
345,2,"14,88",Ded
345,3,"17,50",Zweq
345,4,"28,95",Zweq
345,5,"19,79",Jarkko
345,6,"30,19",Spef
345,7,"26,85",Zweq
345,8,"20,53",Spef
345,9,"50,24",Kazan
345,10,"10,66",Zweq
345,11,"23,00",Madness
345,12,"20,65",Honza
345,13,"13,88",Xiphias
345,14,"17,61",Zweq
345,15,"48,82",Zweq
345,16,"1:22,80",Kazan
345,17,"53,41",zaraptor
345,18,"44,24",_Mika
345,19,"35,78",Zweq
345,20,"57,76",John
345,21,"14,37",Kazan
345,22,"38,73","Raven [EPO]"
345,23,"35,47",Madness
345,24,"40,73","GRob [NGT]"
345,25,"24,24","jaytea [OMG]"
345,26,"21,84",Kazan
345,27,"33,70",Kazan
345,28,"48,48",Zweq
345,29,"42,20",Madness
345,30,"32,80",Tm
345,31,"1:10,37",Kazan
345,32,"42,36",Kazan
345,33,"54,91","GRob [NGT]"
345,34,"36,37",Madness
345,35,"2:12,37",Kazan
345,36,"57,08",Zweq
345,37,"53,11",Kazan
345,38,"28,90",Madness
345,39,"38,72",Kazan
345,40,"1:20,16",Kazan
345,41,"38,14",Zweq
345,42,"47,39",Thundr-
345,43,"55,73",Zweq
345,44,"11,46",mr
345,45,"32,45",Bjenn
345,46,"52,44",Zweq
345,47,"19,16",Stini
345,48,"43,94",Kazan
345,49,"37,95",John
345,50,"50,71",John
345,51,"41,79",Kazan
345,52,"24,51",Jarkko
345,53,"17,07",Mielz
345,54,"1:12,89",Kazan
346,1,"14,00",Zweq
346,2,"14,88",Ded
346,3,"17,50",Zweq
346,4,"28,95",Zweq
346,5,"19,79",Jarkko
346,6,"30,19",Spef
346,7,"26,36",Zweq
346,8,"20,53",Spef
346,9,"50,24",Kazan
346,10,"10,66",Zweq
346,11,"23,00",Madness
346,12,"20,65",Honza
346,13,"13,88",Xiphias
346,14,"17,61",Zweq
346,15,"48,82",Zweq
346,16,"1:22,80",Kazan
346,17,"53,41",zaraptor
346,18,"44,24",_Mika
346,19,"35,78",Zweq
346,20,"57,76",John
346,21,"14,37",Kazan
346,22,"38,73","Raven [EPO]"
346,23,"35,47",Madness
346,24,"40,73","GRob [NGT]"
346,25,"24,24","jaytea [OMG]"
346,26,"21,84",Kazan
346,27,"33,70",Kazan
346,28,"48,48",Zweq
346,29,"42,20",Madness
346,30,"32,80",Tm
346,31,"1:10,37",Kazan
346,32,"42,36",Kazan
346,33,"54,91","GRob [NGT]"
346,34,"36,37",Madness
346,35,"2:12,37",Kazan
346,36,"57,08",Zweq
346,37,"53,11",Kazan
346,38,"28,90",Madness
346,39,"38,72",Kazan
346,40,"1:20,16",Kazan
346,41,"38,14",Zweq
346,42,"47,39",Thundr-
346,43,"55,73",Zweq
346,44,"11,46",mr
346,45,"32,45",Bjenn
346,46,"52,44",Zweq
346,47,"19,16",Stini
346,48,"43,94",Kazan
346,49,"37,95",John
346,50,"50,71",John
346,51,"41,79",Kazan
346,52,"24,51",Jarkko
346,53,"17,07",Mielz
346,54,"1:12,89",Kazan
347,1,"14,00",Zweq
347,2,"14,88",Ded
347,3,"17,50",Zweq
347,4,"28,95",Zweq
347,5,"19,79",Jarkko
347,6,"30,19",Spef
347,7,"26,36",Zweq
347,8,"20,53",Spef
347,9,"50,24",Kazan
347,10,"10,66",Zweq
347,11,"23,00",Madness
347,12,"20,65",Honza
347,13,"13,88",Xiphias
347,14,"17,61",Zweq
347,15,"48,82",Zweq
347,16,"1:22,80",Kazan
347,17,"53,41",zaraptor
347,18,"44,24",_Mika
347,19,"35,78",Zweq
347,20,"57,76",John
347,21,"14,37",Kazan
347,22,"38,73","Raven [EPO]"
347,23,"35,47",Madness
347,24,"40,73","GRob [NGT]"
347,25,"24,24","jaytea [OMG]"
347,26,"21,84",Kazan
347,27,"33,70",Kazan
347,28,"48,48",Zweq
347,29,"42,20",Madness
347,30,"32,80",Tm
347,31,"1:10,37",Kazan
347,32,"42,36",Kazan
347,33,"54,91","GRob [NGT]"
347,34,"36,37",Madness
347,35,"2:12,37",Kazan
347,36,"57,08",Zweq
347,37,"53,11",Kazan
347,38,"28,90",Madness
347,39,"38,72",Kazan
347,40,"1:20,16",Kazan
347,41,"38,14",Zweq
347,42,"47,39",Thundr-
347,43,"55,73",Zweq
347,44,"11,46",mr
347,45,"32,45",Bjenn
347,46,"52,44",Zweq
347,47,"19,16",Stini
347,48,"43,94",Kazan
347,49,"37,95",John
347,50,"50,71",John
347,51,"41,79",Kazan
347,52,"24,38",Zweq
347,53,"17,05",Mielz
347,54,"1:12,89",Kazan
348,1,"14,00",Zweq
348,2,"14,88",Ded
348,3,"17,50",Zweq
348,4,"28,95",Zweq
348,5,"19,79",Jarkko
348,6,"30,19",Spef
348,7,"26,36",Zweq
348,8,"20,53",Spef
348,9,"50,24",Kazan
348,10,"10,66",Zweq
348,11,"23,00",Madness
348,12,"20,65",Honza
348,13,"13,88",Xiphias
348,14,"17,61",Zweq
348,15,"48,82",Zweq
348,16,"1:22,80",Kazan
348,17,"53,41",zaraptor
348,18,"44,24",_Mika
348,19,"35,78",Zweq
348,20,"57,76",John
348,21,"14,37",Kazan
348,22,"38,73","Raven [EPO]"
348,23,"35,47",Madness
348,24,"40,73","GRob [NGT]"
348,25,"24,24","jaytea [OMG]"
348,26,"21,84",Kazan
348,27,"33,70",Kazan
348,28,"48,48",Zweq
348,29,"42,20",Madness
348,30,"32,80",Tm
348,31,"1:10,37",Kazan
348,32,"42,36",Kazan
348,33,"54,91","GRob [NGT]"
348,34,"36,37",Madness
348,35,"2:12,37",Kazan
348,36,"57,08",Zweq
348,37,"53,11",Kazan
348,38,"28,90",Madness
348,39,"38,72",Kazan
348,40,"1:20,16",Kazan
348,41,"38,14",Zweq
348,42,"47,39",Thundr-
348,43,"55,73",Zweq
348,44,"11,46",mr
348,45,"32,45",Bjenn
348,46,"52,44",Zweq
348,47,"19,16",Stini
348,48,"43,94",Kazan
348,49,"37,95",John
348,50,"50,71",John
348,51,"41,79",Kazan
348,52,"24,38",Zweq
348,53,"17,03",Mielz
348,54,"1:12,89",Kazan
349,1,"14,00",Zweq
349,2,"14,88",Ded
349,3,"17,50",Zweq
349,4,"28,95",Zweq
349,5,"19,79",Jarkko
349,6,"30,19",Spef
349,7,"26,36",Zweq
349,8,"20,53",Spef
349,9,"50,24",Kazan
349,10,"10,66",Zweq
349,11,"23,00",Madness
349,12,"20,65",Honza
349,13,"13,88",Xiphias
349,14,"17,61",Zweq
349,15,"48,82",Zweq
349,16,"1:22,80",Kazan
349,17,"53,41",zaraptor
349,18,"44,24",_Mika
349,19,"35,78",Zweq
349,20,"57,76",John
349,21,"14,37",Kazan
349,22,"38,73","Raven [EPO]"
349,23,"35,47",Madness
349,24,"40,73","GRob [NGT]"
349,25,"24,24","jaytea [OMG]"
349,26,"21,84",Kazan
349,27,"33,70",Kazan
349,28,"48,48",Zweq
349,29,"42,20",Madness
349,30,"32,80",Tm
349,31,"1:10,37",Kazan
349,32,"42,36",Kazan
349,33,"54,91","GRob [NGT]"
349,34,"36,37",Madness
349,35,"2:12,37",Kazan
349,36,"57,08",Zweq
349,37,"53,11",Kazan
349,38,"28,90",Madness
349,39,"38,72",Kazan
349,40,"1:20,16",Kazan
349,41,"38,14",Zweq
349,42,"47,39",Thundr-
349,43,"55,73",Zweq
349,44,"11,46",mr
349,45,"32,45",Bjenn
349,46,"52,44",Zweq
349,47,"19,16",Stini
349,48,"43,94",Kazan
349,49,"37,95",John
349,50,"50,71",John
349,51,"41,79",Kazan
349,52,"24,35",Kazan
349,53,"17,03",Mielz
349,54,"1:12,89",Kazan
350,1,"14,00",Zweq
350,2,"14,88",Ded
350,3,"17,50",Zweq
350,4,"28,95",Zweq
350,5,"19,79",Jarkko
350,6,"30,19",Spef
350,7,"26,36",Zweq
350,8,"20,53",Spef
350,9,"50,24",Kazan
350,10,"10,66",Zweq
350,11,"23,00",Madness
350,12,"20,65",Honza
350,13,"13,88",Xiphias
350,14,"17,61",Zweq
350,15,"48,82",Zweq
350,16,"1:22,80",Kazan
350,17,"53,41",zaraptor
350,18,"44,24",_Mika
350,19,"35,78",Zweq
350,20,"57,76",John
350,21,"14,37",Kazan
350,22,"38,73","Raven [EPO]"
350,23,"35,47",Madness
350,24,"40,73","GRob [NGT]"
350,25,"24,24","jaytea [OMG]"
350,26,"21,84",Kazan
350,27,"33,70",Kazan
350,28,"47,53",Zweq
350,29,"42,20",Madness
350,30,"32,80",Tm
350,31,"1:10,37",Kazan
350,32,"42,36",Kazan
350,33,"54,91","GRob [NGT]"
350,34,"36,37",Madness
350,35,"2:12,37",Kazan
350,36,"57,08",Zweq
350,37,"53,11",Kazan
350,38,"28,90",Madness
350,39,"38,72",Kazan
350,40,"1:20,16",Kazan
350,41,"38,14",Zweq
350,42,"47,39",Thundr-
350,43,"55,73",Zweq
350,44,"11,46",mr
350,45,"32,45",Bjenn
350,46,"52,44",Zweq
350,47,"19,16",Stini
350,48,"43,48",Kazan
350,49,"37,95",John
350,50,"50,71",John
350,51,"41,79",Kazan
350,52,"24,35",Kazan
350,53,"17,03",Mielz
350,54,"1:12,89",Kazan
351,1,"14,00",Zweq
351,2,"14,88",Ded
351,3,"17,50",Zweq
351,4,"28,95",Zweq
351,5,"19,79",Jarkko
351,6,"30,19",Spef
351,7,"26,36",Zweq
351,8,"20,53",Spef
351,9,"50,24",Kazan
351,10,"10,66",Zweq
351,11,"22,63",Zweq
351,12,"20,65",Honza
351,13,"13,88",Xiphias
351,14,"17,61",Zweq
351,15,"48,82",Zweq
351,16,"1:22,80",Kazan
351,17,"53,41",zaraptor
351,18,"44,24",_Mika
351,19,"35,78",Zweq
351,20,"57,76",John
351,21,"14,37",Kazan
351,22,"38,71",Bjenn
351,23,"35,47",Madness
351,24,"40,73","GRob [NGT]"
351,25,"24,24","jaytea [OMG]"
351,26,"21,84",Kazan
351,27,"33,54",jamppa
351,28,"47,53",Zweq
351,29,"42,20",Madness
351,30,"32,80",Tm
351,31,"1:10,37",Kazan
351,32,"42,36",Kazan
351,33,"54,91","GRob [NGT]"
351,34,"36,37",Madness
351,35,"2:12,37",Kazan
351,36,"57,08",Zweq
351,37,"53,11",Kazan
351,38,"28,90",Madness
351,39,"38,72",Kazan
351,40,"1:20,16",Kazan
351,41,"38,14",Zweq
351,42,"47,35",Tm
351,43,"55,61",Madness
351,44,"11,46",mr
351,45,"32,45",Bjenn
351,46,"52,44",Zweq
351,47,"19,16",Stini
351,48,"43,48",Kazan
351,49,"37,95",John
351,50,"50,71",John
351,51,"41,79",Kazan
351,52,"24,35",Kazan
351,53,"17,03",Mielz
351,54,"1:12,89",Kazan
352,1,"14,00",Zweq
352,2,"14,88",Ded
352,3,"17,50",Zweq
352,4,"28,95",Zweq
352,5,"19,79",Jarkko
352,6,"30,19",Spef
352,7,"26,36",Zweq
352,8,"20,53",Spef
352,9,"50,24",Kazan
352,10,"10,66",Zweq
352,11,"22,17",Zweq
352,12,"20,65",Honza
352,13,"13,88",Xiphias
352,14,"17,61",Zweq
352,15,"48,82",Zweq
352,16,"1:22,80",Kazan
352,17,"53,41",zaraptor
352,18,"44,24",_Mika
352,19,"35,78",Zweq
352,20,"57,76",John
352,21,"14,37",Kazan
352,22,"38,71",Bjenn
352,23,"35,47",Madness
352,24,"40,73","GRob [NGT]"
352,25,"24,24","jaytea [OMG]"
352,26,"21,84",Kazan
352,27,"33,54",jamppa
352,28,"47,53",Zweq
352,29,"42,20",Madness
352,30,"32,80",Tm
352,31,"1:10,37",Kazan
352,32,"42,36",Kazan
352,33,"54,91","GRob [NGT]"
352,34,"36,37",Madness
352,35,"2:12,37",Kazan
352,36,"57,08",Zweq
352,37,"53,11",Kazan
352,38,"28,90",Madness
352,39,"38,72",Kazan
352,40,"1:20,16",Kazan
352,41,"38,14",Zweq
352,42,"47,35",Tm
352,43,"55,61",Madness
352,44,"11,46",mr
352,45,"32,45",Bjenn
352,46,"52,44",Zweq
352,47,"19,16",Stini
352,48,"43,48",Kazan
352,49,"37,95",John
352,50,"50,71",John
352,51,"41,79",Kazan
352,52,"24,35",Kazan
352,53,"17,03",Mielz
352,54,"1:12,89",Kazan
353,1,"14,00",Zweq
353,2,"14,88",Ded
353,3,"17,50",Zweq
353,4,"28,95",Zweq
353,5,"19,79",Jarkko
353,6,"30,19",Spef
353,7,"26,36",Zweq
353,8,"20,53",Spef
353,9,"50,24",Kazan
353,10,"10,66",Zweq
353,11,"22,17",Zweq
353,12,"20,65",Honza
353,13,"13,88",Xiphias
353,14,"17,61",Zweq
353,15,"48,82",Zweq
353,16,"1:22,80",Kazan
353,17,"53,41",zaraptor
353,18,"44,24",_Mika
353,19,"35,78",Zweq
353,20,"57,76",John
353,21,"14,37",Kazan
353,22,"38,71",Bjenn
353,23,"35,47",Madness
353,24,"40,73","GRob [NGT]"
353,25,"24,24","jaytea [OMG]"
353,26,"21,84",Kazan
353,27,"33,54",jamppa
353,28,"47,53",Zweq
353,29,"42,20",Madness
353,30,"32,80",Tm
353,31,"1:10,37",Kazan
353,32,"42,36",Kazan
353,33,"54,91","GRob [NGT]"
353,34,"36,37",Madness
353,35,"2:12,37",Kazan
353,36,"57,08",Zweq
353,37,"53,11",Kazan
353,38,"28,90",Madness
353,39,"38,72",Kazan
353,40,"1:20,16",Kazan
353,41,"38,14",Zweq
353,42,"47,35",Tm
353,43,"55,61",Madness
353,44,"11,46",mr
353,45,"32,45",Bjenn
353,46,"52,44",Zweq
353,47,"19,16",Stini
353,48,"43,48",Kazan
353,49,"37,95",John
353,50,"50,51",Bjenn
353,51,"41,79",Kazan
353,52,"24,35",Kazan
353,53,"17,03",Mielz
353,54,"1:12,89",Kazan
354,1,"14,00",Zweq
354,2,"14,88",Ded
354,3,"17,50",Zweq
354,4,"28,95",Zweq
354,5,"19,79",Jarkko
354,6,"30,19",Spef
354,7,"26,36",Zweq
354,8,"20,53",Spef
354,9,"50,24",Kazan
354,10,"10,66",Zweq
354,11,"22,17",Zweq
354,12,"20,65",Honza
354,13,"13,88",Xiphias
354,14,"17,61",Zweq
354,15,"48,82",Zweq
354,16,"1:22,80",Kazan
354,17,"53,41",zaraptor
